checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_duration,percent_of_income,years_at_residence,age,other_credit,housing,existing_loans_count,job,dependents,phone,default,income
unknown,36,poor,furniture/appliances,4454,< 100 DM,1 - 4 years,4,4,34,none,own,2,skilled,1,no,no,9194.074367
unknown,30,critical,furniture/appliances,4530,< 100 DM,4 - 7 years,4,4,26,none,rent,1,management,1,yes,no,16377.43957
unknown,12,critical,business,2292,< 100 DM,unemployed,4,2,42,store,own,2,management,1,yes,yes,8277.929042
unknown,10,good,car,1597,500 - 1000 DM,1 - 4 years,3,2,40,none,rent,1,unskilled,2,no,no,3946.195415
unknown,18,good,business,1950,< 100 DM,4 - 7 years,4,1,34,store,own,2,skilled,1,yes,no,6032.028766
unknown,12,critical,furniture/appliances,3331,< 100 DM,> 7 years,2,4,42,store,own,1,skilled,1,no,no,8593.823395
unknown,24,good,car,1525,> 1000 DM,4 - 7 years,4,3,34,none,own,1,skilled,2,yes,no,4713.648078
< 0 DM,42,critical,renovations,3394,< 100 DM,unemployed,4,4,65,none,own,2,skilled,1,no,no,8756.682186
1 - 200 DM,12,critical,furniture/appliances,3573,< 100 DM,1 - 4 years,1,1,23,none,own,1,unskilled,1,no,no,7372.123958
1 - 200 DM,48,perfect,business,12204,unknown,1 - 4 years,2,2,48,bank,own,1,management,1,yes,no,66233.94405
< 0 DM,30,good,furniture/appliances,2522,< 100 DM,> 7 years,1,3,39,none,own,1,skilled,2,no,no,7806.414067
unknown,10,good,car,1418,100 - 500 DM,1 - 4 years,3,2,35,none,rent,1,unskilled,1,no,no,3501.978675
< 0 DM,12,good,car,1168,< 100 DM,1 - 4 years,4,3,27,none,own,1,unskilled,1,no,no,2881.564234
unknown,5,good,business,3448,< 100 DM,4 - 7 years,1,4,74,none,own,1,unskilled,1,no,no,8539.743936
1 - 200 DM,18,critical,furniture/appliances,3612,< 100 DM,> 7 years,3,4,37,none,own,1,skilled,1,yes,no,9320.225303
unknown,12,good,car,2859,unknown,unemployed,4,4,38,none,own,1,management,1,yes,no,12399.34217
< 0 DM,30,good,furniture/appliances,2522,< 100 DM,> 7 years,1,3,39,none,own,1,skilled,2,no,no,7806.414067
unknown,12,critical,renovations,996,unknown,4 - 7 years,4,4,23,none,own,2,skilled,1,no,no,2557.707896
unknown,36,critical,car,5842,< 100 DM,> 7 years,2,2,35,none,own,2,skilled,2,yes,no,15084.90948
unknown,15,good,furniture/appliances,1213,500 - 1000 DM,> 7 years,4,3,47,store,own,1,skilled,1,yes,no,3745.801551
1 - 200 DM,18,critical,furniture/appliances,1295,< 100 DM,< 1 year,4,1,27,none,own,2,skilled,1,no,no,3330.640887
unknown,12,critical,furniture/appliances,976,unknown,> 7 years,4,4,35,none,own,2,skilled,1,no,no,2506.006693
< 0 DM,42,critical,renovations,3394,< 100 DM,unemployed,4,4,65,none,own,2,skilled,1,no,no,8756.682186
unknown,24,good,furniture/appliances,5943,unknown,< 1 year,1,1,44,none,own,2,skilled,1,yes,yes,18418.60308
< 0 DM,12,good,car,1228,< 100 DM,1 - 4 years,4,2,24,none,own,1,unskilled,1,no,yes,3030.4637
unknown,15,good,car,4657,< 100 DM,1 - 4 years,3,2,30,none,own,1,skilled,1,yes,no,14429.33822
unknown,15,good,furniture/appliances,1262,500 - 1000 DM,4 - 7 years,4,3,36,none,own,2,skilled,1,yes,no,3897.803089
unknown,12,critical,furniture/appliances,1291,< 100 DM,1 - 4 years,4,2,35,none,own,2,skilled,1,no,no,3320.300646
< 0 DM,24,good,car,2812,unknown,> 7 years,2,4,26,none,rent,1,skilled,1,no,no,8706.015006
1 - 200 DM,24,good,car,2760,unknown,> 7 years,4,4,36,bank,other,1,skilled,1,yes,no,8544.707252
< 0 DM,36,good,car,5493,< 100 DM,> 7 years,2,4,42,none,other,1,skilled,2,no,no,17022.67059
unknown,48,critical,car,8858,unknown,4 - 7 years,2,1,35,none,other,2,skilled,1,yes,no,22881.45096
unknown,12,critical,business,1412,< 100 DM,1 - 4 years,4,2,29,none,own,2,management,1,yes,no,5093.134912
unknown,12,good,furniture/appliances,2141,100 - 500 DM,4 - 7 years,3,1,35,none,own,1,skilled,1,no,no,6624.524557
unknown,27,poor,car,8613,> 1000 DM,1 - 4 years,2,2,27,none,own,2,skilled,1,no,no,17795.08657
< 0 DM,12,very good,education,339,< 100 DM,> 7 years,4,1,45,bank,own,1,unskilled,1,no,no,894.3767797
1 - 200 DM,6,good,furniture/appliances,590,< 100 DM,< 1 year,3,3,26,none,own,1,unskilled,1,no,no,1447.166047
unknown,12,critical,car,1255,< 100 DM,> 7 years,4,4,61,none,own,2,unskilled,1,no,no,2578.388377
unknown,9,good,business,1449,< 100 DM,4 - 7 years,3,2,27,none,own,2,skilled,1,no,no,4477.890591
unknown,24,critical,education,1597,< 100 DM,> 7 years,4,4,54,none,other,2,skilled,2,no,no,4111.329059
1 - 200 DM,12,good,car,2002,< 100 DM,4 - 7 years,3,4,30,none,rent,1,skilled,2,yes,no,6193.33652
unknown,36,good,car,8133,< 100 DM,1 - 4 years,1,2,30,bank,own,1,skilled,1,no,no,25212.14121
unknown,24,critical,education,1597,< 100 DM,> 7 years,4,4,54,none,other,2,skilled,2,no,no,4111.329059
< 0 DM,6,good,furniture/appliances,428,< 100 DM,> 7 years,2,1,49,bank,own,1,skilled,1,yes,no,1310.67487
> 200 DM,24,critical,business,1275,> 1000 DM,1 - 4 years,2,4,36,none,own,2,skilled,1,yes,no,3278.939684
unknown,27,critical,furniture/appliances,4526,> 1000 DM,< 1 year,4,2,32,store,own,2,unskilled,2,yes,no,9342.973832
1 - 200 DM,24,poor,car,1965,unknown,1 - 4 years,4,4,42,none,rent,2,skilled,1,yes,no,4046.702554
< 0 DM,12,good,car,1893,< 100 DM,1 - 4 years,4,4,29,none,own,1,skilled,1,yes,no,5855.21065
1 - 200 DM,36,very good,furniture/appliances,3990,unknown,< 1 year,3,2,29,bank,own,1,skilled,1,no,no,13391.69507
1 - 200 DM,15,good,furniture/appliances,1444,unknown,< 1 year,4,1,23,none,own,1,skilled,1,no,no,4462.38023
1 - 200 DM,24,good,furniture/appliances,4351,unknown,1 - 4 years,1,4,48,none,own,1,unskilled,1,yes,no,10780.6809
unknown,10,good,car,1287,unknown,> 7 years,4,2,45,none,own,1,unskilled,1,no,no,3176.881508
1 - 200 DM,12,good,furniture/appliances,1567,< 100 DM,1 - 4 years,1,1,22,none,own,1,skilled,1,yes,no,4843.935111
1 - 200 DM,18,good,renovations,3872,< 100 DM,unemployed,2,4,67,none,own,1,skilled,1,yes,no,11994.21154
unknown,24,good,furniture/appliances,3430,500 - 1000 DM,> 7 years,3,2,31,none,own,1,skilled,2,yes,no,10623.09563
unknown,15,critical,furniture/appliances,1829,< 100 DM,> 7 years,4,4,46,none,own,2,skilled,1,yes,no,4711.063018
< 0 DM,6,critical,car,3676,< 100 DM,1 - 4 years,1,3,37,none,rent,3,skilled,2,no,no,9485.669154
unknown,24,critical,renovations,5507,< 100 DM,> 7 years,3,4,44,none,other,2,skilled,1,no,no,14218.91433
unknown,13,good,furniture/appliances,1409,100 - 500 DM,unemployed,2,4,64,none,own,1,skilled,1,no,no,4353.807703
< 0 DM,12,good,furniture/appliances,1262,unknown,> 7 years,2,4,49,none,own,1,unskilled,1,yes,no,3114.840064
> 200 DM,15,critical,car,2360,500 - 1000 DM,1 - 4 years,2,2,36,none,own,1,skilled,1,yes,no,6083.729969
unknown,6,critical,furniture/appliances,700,unknown,> 7 years,4,4,36,none,other,2,skilled,1,no,no,1792.530085
unknown,54,perfect,car,9436,unknown,1 - 4 years,2,2,39,none,own,1,unskilled,2,no,no,29254.14129
unknown,12,good,furniture/appliances,776,< 100 DM,1 - 4 years,4,2,28,none,own,1,skilled,1,no,no,2390.195997
< 0 DM,12,good,education,1200,unknown,1 - 4 years,4,4,23,bank,rent,1,skilled,1,yes,no,3705.474612
> 200 DM,12,good,furniture/appliances,2251,< 100 DM,1 - 4 years,1,2,46,none,own,1,unskilled,1,no,no,5569.199593
unknown,36,critical,car,6614,< 100 DM,> 7 years,4,4,34,none,own,2,management,1,yes,no,23919.61112
unknown,10,good,car,2901,unknown,< 1 year,1,4,31,none,rent,1,skilled,1,no,no,8982.099433
unknown,42,critical,furniture/appliances,4042,500 - 1000 DM,1 - 4 years,4,4,36,none,own,2,skilled,1,yes,no,10431.80118
unknown,21,good,business,1572,> 1000 DM,> 7 years,4,4,36,bank,own,1,unskilled,1,no,no,3884.153971
< 0 DM,24,very good,car,2325,100 - 500 DM,4 - 7 years,2,3,32,bank,own,1,skilled,1,no,no,7796.332332
< 0 DM,24,good,furniture/appliances,4169,< 100 DM,1 - 4 years,4,4,28,none,own,1,skilled,1,no,no,12915.52699
< 0 DM,24,good,business,6568,< 100 DM,1 - 4 years,2,2,21,store,own,1,unskilled,1,no,no,16282.51616
< 0 DM,24,good,car0,1755,< 100 DM,> 7 years,4,4,58,none,own,1,unskilled,1,yes,no,4338.297342
unknown,13,good,furniture/appliances,1409,100 - 500 DM,unemployed,2,4,64,none,own,1,skilled,1,no,no,4353.807703
1 - 200 DM,12,good,education,754,unknown,> 7 years,4,4,38,none,own,2,skilled,1,no,no,2321.950408
unknown,27,poor,car,8613,> 1000 DM,1 - 4 years,2,2,27,none,own,2,skilled,1,no,no,17795.08657
< 0 DM,20,good,furniture/appliances,2212,unknown,4 - 7 years,4,4,39,none,own,1,skilled,1,yes,no,6844.771683
unknown,10,good,education,894,unknown,4 - 7 years,4,3,40,none,own,1,skilled,1,yes,no,2756.240517
unknown,6,critical,car,362,100 - 500 DM,1 - 4 years,4,4,52,none,own,2,unskilled,1,no,no,731.6213913
unknown,18,good,furniture/appliances,1473,< 100 DM,< 1 year,3,4,39,none,own,1,skilled,1,yes,no,4552.340324
unknown,10,good,car,1364,< 100 DM,1 - 4 years,2,4,64,none,own,1,skilled,1,yes,no,4214.214453
> 200 DM,12,good,furniture/appliances,1474,< 100 DM,< 1 year,4,1,33,bank,own,1,management,1,yes,no,6384.424168
unknown,18,critical,car,1028,< 100 DM,1 - 4 years,4,3,36,none,own,2,skilled,1,no,no,2640.429821
unknown,12,good,furniture/appliances,1768,< 100 DM,1 - 4 years,3,2,24,none,rent,1,unskilled,1,no,no,4370.558893
unknown,12,critical,car,926,< 100 DM,unemployed,1,2,38,none,own,1,skilled,1,no,no,2376.753684
1 - 200 DM,24,good,furniture/appliances,3758,500 - 1000 DM,unemployed,1,4,23,none,rent,1,skilled,1,no,no,11640.57531
unknown,24,critical,furniture/appliances,2424,unknown,> 7 years,4,4,53,none,own,2,skilled,1,no,no,6249.17382
unknown,12,good,car,640,< 100 DM,1 - 4 years,4,2,49,none,own,1,unskilled,1,no,no,1571.248935
unknown,6,good,furniture/appliances,518,< 100 DM,1 - 4 years,3,1,29,none,own,1,skilled,1,no,no,1589.861368
< 0 DM,12,good,furniture/appliances,652,< 100 DM,> 7 years,4,4,24,none,rent,1,skilled,1,no,no,2005.539044
unknown,6,critical,furniture/appliances,1554,< 100 DM,4 - 7 years,1,2,24,none,rent,2,skilled,1,yes,no,4000.171471
unknown,24,good,furniture/appliances,999,unknown,> 7 years,4,2,25,none,own,2,skilled,1,no,no,3081.958099
< 0 DM,48,good,car,4788,< 100 DM,4 - 7 years,4,3,26,none,own,1,skilled,2,no,no,14835.70968
1 - 200 DM,18,poor,car,2899,unknown,> 7 years,4,4,43,none,own,1,skilled,2,no,no,5978.259514
< 0 DM,24,good,car,6579,< 100 DM,unemployed,4,2,29,none,other,1,management,1,yes,no,28554.93422
unknown,27,poor,car,8613,> 1000 DM,1 - 4 years,2,2,27,none,own,2,skilled,1,no,no,17795.08657
1 - 200 DM,30,good,furniture/appliances,1715,unknown,1 - 4 years,4,1,26,none,own,1,skilled,1,no,no,5303.041797
unknown,24,critical,car,6842,unknown,1 - 4 years,2,4,46,none,own,2,management,2,yes,no,24744.76233
unknown,4,critical,furniture/appliances,1503,< 100 DM,4 - 7 years,2,1,42,none,own,2,unskilled,2,no,no,3091.264315
< 0 DM,21,critical,car,571,< 100 DM,> 7 years,4,4,65,none,own,2,skilled,1,no,no,1459.057323
< 0 DM,48,good,car,3931,< 100 DM,4 - 7 years,4,4,46,none,other,1,skilled,2,no,yes,12177.2338
unknown,5,good,business,3448,< 100 DM,4 - 7 years,1,4,74,none,own,1,unskilled,1,no,no,8539.743936
unknown,6,critical,furniture/appliances,1554,< 100 DM,4 - 7 years,1,2,24,none,rent,2,skilled,1,yes,no,4000.171471
1 - 200 DM,20,good,car,6468,unknown,unemployed,1,4,60,none,own,1,management,1,yes,no,28072.8722
< 0 DM,12,good,car,3651,> 1000 DM,1 - 4 years,1,3,31,none,own,1,skilled,2,no,no,11308.65359
< 0 DM,24,good,car,2964,unknown,> 7 years,4,4,49,bank,other,1,skilled,2,yes,no,9177.529982
unknown,9,good,business,1449,< 100 DM,4 - 7 years,3,2,27,none,own,2,skilled,1,no,no,4477.890591
< 0 DM,10,good,furniture/appliances,2315,< 100 DM,> 7 years,3,4,52,none,own,1,unskilled,1,no,no,5728.02569
unknown,24,poor,business,3863,< 100 DM,1 - 4 years,1,2,32,none,other,1,skilled,1,no,no,7971.857918
unknown,15,critical,furniture/appliances,3343,< 100 DM,1 - 4 years,4,2,28,none,other,1,skilled,1,yes,no,8624.844117
1 - 200 DM,48,very good,business,3566,100 - 500 DM,4 - 7 years,4,2,30,none,own,1,skilled,1,no,no,11966.80991
unknown,5,good,business,3448,< 100 DM,4 - 7 years,1,4,74,none,own,1,unskilled,1,no,no,8539.743936
1 - 200 DM,10,good,furniture/appliances,1521,< 100 DM,1 - 4 years,4,2,31,none,own,1,unskilled,1,no,no,3757.589425
unknown,18,critical,furniture/appliances,6070,< 100 DM,> 7 years,3,4,33,none,own,2,skilled,1,yes,no,15674.3032
unknown,18,critical,car,3229,unknown,unemployed,2,4,38,none,own,1,management,1,yes,no,11669.01097
< 0 DM,9,good,furniture/appliances,2136,< 100 DM,1 - 4 years,3,2,25,none,own,1,skilled,1,no,no,6609.014196
unknown,10,good,car,1418,100 - 500 DM,1 - 4 years,3,2,35,none,rent,1,unskilled,1,no,no,3501.978675
unknown,24,critical,furniture/appliances,1851,< 100 DM,4 - 7 years,4,2,33,none,own,2,skilled,1,yes,no,4767.934342
1 - 200 DM,36,good,furniture/appliances,2323,< 100 DM,4 - 7 years,4,4,24,none,rent,1,skilled,1,no,no,7189.101698
1 - 200 DM,10,good,furniture/appliances,1521,< 100 DM,1 - 4 years,4,2,31,none,own,1,unskilled,1,no,no,3757.589425
unknown,21,good,car,5248,unknown,1 - 4 years,1,3,26,none,own,1,skilled,1,no,no,16262.6629
< 0 DM,24,good,furniture/appliances,3149,< 100 DM,< 1 year,4,1,22,bank,other,1,skilled,1,no,no,9751.413339
1 - 200 DM,9,good,furniture/appliances,790,500 - 1000 DM,1 - 4 years,4,3,66,none,own,1,unskilled,1,no,no,1943.497599
< 0 DM,18,critical,car,5302,< 100 DM,> 7 years,2,4,36,none,other,3,management,1,yes,no,19171.3726
unknown,24,good,education,937,< 100 DM,< 1 year,4,3,27,none,own,2,unskilled,1,no,no,2308.301291
unknown,18,good,furniture/appliances,1505,< 100 DM,1 - 4 years,4,2,32,none,other,1,management,1,yes,no,6519.054102
unknown,15,good,furniture/appliances,1262,500 - 1000 DM,4 - 7 years,4,3,36,none,own,2,skilled,1,yes,no,3897.803089
< 0 DM,15,critical,furniture/appliances,1433,< 100 DM,1 - 4 years,4,3,25,none,rent,2,skilled,1,no,no,3687.379191
unknown,24,critical,furniture/appliances,2611,< 100 DM,> 7 years,4,3,46,none,own,2,skilled,1,no,no,6732.580072
unknown,15,good,car,3556,unknown,1 - 4 years,3,2,29,none,own,1,skilled,1,no,no,11013.95673
< 0 DM,24,very good,car,2325,100 - 500 DM,4 - 7 years,2,3,32,bank,own,1,skilled,1,no,no,7796.332332
unknown,36,critical,car,3535,< 100 DM,4 - 7 years,4,4,37,none,own,2,skilled,1,yes,no,9121.17567
1 - 200 DM,18,good,car,2779,< 100 DM,1 - 4 years,1,3,21,none,rent,1,skilled,1,yes,no,8603.646624
1 - 200 DM,18,good,furniture/appliances,3213,500 - 1000 DM,< 1 year,1,3,25,none,rent,1,skilled,1,no,no,9949.945961
unknown,30,critical,furniture/appliances,5954,< 100 DM,4 - 7 years,3,2,38,none,own,1,skilled,1,no,no,15374.43622
unknown,14,poor,car,802,< 100 DM,1 - 4 years,4,2,27,none,own,2,unskilled,1,no,no,1309.84765
< 0 DM,21,critical,car,1602,< 100 DM,> 7 years,4,3,30,none,own,2,skilled,1,yes,no,4124.25436
unknown,24,good,furniture/appliances,3972,< 100 DM,4 - 7 years,2,4,25,none,rent,1,skilled,1,yes,no,12304.41876
unknown,18,critical,furniture/appliances,629,500 - 1000 DM,> 7 years,4,3,32,bank,own,2,management,1,yes,no,2259.391952
1 - 200 DM,20,poor,car,7057,unknown,4 - 7 years,3,4,36,bank,rent,2,management,2,yes,no,20414.88995
unknown,36,critical,furniture/appliances,9566,< 100 DM,1 - 4 years,2,2,31,store,own,2,skilled,1,no,no,24711.67356
unknown,18,critical,furniture/appliances,1098,< 100 DM,unemployed,4,4,65,none,own,2,skilled,1,no,no,2821.384033
< 0 DM,12,good,furniture/appliances,2214,< 100 DM,1 - 4 years,4,3,24,none,own,1,unskilled,1,no,no,5477.378255
1 - 200 DM,24,good,furniture/appliances,3069,100 - 500 DM,> 7 years,4,4,30,none,other,1,skilled,1,no,no,9503.247563
unknown,18,good,furniture/appliances,1505,< 100 DM,1 - 4 years,4,2,32,none,other,1,management,1,yes,no,6519.054102
unknown,12,good,furniture/appliances,1768,< 100 DM,1 - 4 years,3,2,24,none,rent,1,unskilled,1,no,no,4370.558893
< 0 DM,6,critical,car,1361,< 100 DM,< 1 year,2,4,40,none,own,1,unskilled,2,no,no,2797.60148
1 - 200 DM,24,critical,business,2825,unknown,4 - 7 years,4,3,34,none,own,2,skilled,2,yes,no,7285.782948
< 0 DM,36,good,car,1842,< 100 DM,< 1 year,4,4,34,none,own,1,skilled,1,yes,yes,5697.004967
unknown,36,critical,business,6304,unknown,> 7 years,4,4,36,none,own,2,skilled,1,no,no,16279.20728
unknown,24,critical,car,5804,> 1000 DM,1 - 4 years,4,2,27,none,own,2,skilled,1,no,no,14986.6772
1 - 200 DM,9,good,education,1199,< 100 DM,4 - 7 years,4,4,67,none,own,2,management,1,yes,no,5190.126369
unknown,30,good,furniture/appliances,1867,unknown,> 7 years,4,4,58,none,own,1,skilled,1,yes,no,5774.556773
< 0 DM,24,good,furniture/appliances,1747,< 100 DM,< 1 year,4,1,24,none,own,1,unskilled,1,no,no,4318.44408
< 0 DM,12,good,car,3651,> 1000 DM,1 - 4 years,1,3,31,none,own,1,skilled,2,no,no,11308.65359
unknown,24,good,car,2679,< 100 DM,< 1 year,4,1,29,none,own,1,management,1,yes,no,11617.61998
< 0 DM,12,critical,car,1526,< 100 DM,> 7 years,4,4,66,none,other,2,management,1,no,no,5505.710515
unknown,15,very good,furniture/appliances,1569,100 - 500 DM,> 7 years,4,4,34,bank,own,1,unskilled,2,no,no,4201.18575
unknown,13,good,furniture/appliances,1409,100 - 500 DM,unemployed,2,4,64,none,own,1,skilled,1,no,no,4353.807703
1 - 200 DM,36,good,education,2273,< 100 DM,4 - 7 years,3,1,32,none,own,2,skilled,2,no,no,7033.998088
unknown,24,critical,furniture/appliances,2578,> 1000 DM,> 7 years,2,2,34,none,own,1,skilled,1,no,no,6647.273086
unknown,6,very good,furniture/appliances,1750,500 - 1000 DM,> 7 years,2,4,45,bank,own,1,unskilled,2,no,no,4687.797477
unknown,24,critical,furniture/appliances,3777,> 1000 DM,1 - 4 years,4,4,50,none,own,1,skilled,1,yes,no,9746.760231
1 - 200 DM,24,good,car,2718,< 100 DM,1 - 4 years,3,4,20,none,rent,1,unskilled,1,yes,yes,6728.133768
> 200 DM,6,poor,furniture/appliances,683,< 100 DM,< 1 year,2,1,29,bank,own,1,skilled,1,no,no,1395.464843
1 - 200 DM,30,poor,business,2503,100 - 500 DM,> 7 years,4,2,41,store,own,2,skilled,1,no,no,5159.312452
> 200 DM,30,critical,furniture/appliances,3656,unknown,> 7 years,4,4,49,store,own,2,unskilled,1,no,no,7543.771954
1 - 200 DM,24,critical,car,3878,100 - 500 DM,< 1 year,4,2,37,none,own,1,skilled,1,yes,no,10007.85131
1 - 200 DM,24,poor,business,6967,100 - 500 DM,4 - 7 years,4,4,36,none,rent,1,management,1,yes,no,20154.31588
1 - 200 DM,18,good,business,2622,100 - 500 DM,1 - 4 years,4,4,34,none,own,1,skilled,1,no,no,8116.621287
< 0 DM,36,good,car0,15857,< 100 DM,unemployed,2,3,43,none,own,1,management,1,no,no,68848.3705
unknown,15,critical,furniture/appliances,1360,< 100 DM,1 - 4 years,4,2,31,none,own,2,skilled,1,no,no,3498.669798
unknown,24,good,car,1525,> 1000 DM,4 - 7 years,4,3,34,none,own,1,skilled,2,yes,no,4713.648078
unknown,12,good,car,1101,< 100 DM,1 - 4 years,3,2,27,none,own,2,skilled,1,yes,no,3398.369464
unknown,24,good,furniture/appliances,5511,100 - 500 DM,1 - 4 years,4,1,25,store,own,1,skilled,1,no,no,17078.50789
unknown,12,critical,business,1264,unknown,> 7 years,4,4,57,none,rent,1,unskilled,1,no,no,2597.000811
unknown,10,good,furniture/appliances,1924,< 100 DM,1 - 4 years,1,4,38,none,own,1,skilled,1,yes,no,5951.374888
unknown,15,critical,education,1532,100 - 500 DM,1 - 4 years,4,3,31,none,own,1,skilled,1,no,no,3943.300148
1 - 200 DM,24,poor,business,4712,unknown,1 - 4 years,4,2,37,bank,own,2,management,1,yes,no,13625.48791
unknown,10,critical,furniture/appliances,2069,unknown,1 - 4 years,2,1,26,none,own,2,skilled,1,no,no,5331.477459
unknown,14,poor,car,802,< 100 DM,1 - 4 years,4,2,27,none,own,2,unskilled,1,no,no,1309.84765
< 0 DM,12,good,furniture/appliances,7865,< 100 DM,> 7 years,4,4,53,none,other,1,management,1,yes,yes,34139.90502
unknown,24,poor,business,2375,500 - 1000 DM,1 - 4 years,4,2,44,none,own,2,skilled,2,yes,no,4894.60229
1 - 200 DM,9,good,business,1391,< 100 DM,1 - 4 years,2,1,27,bank,own,1,skilled,1,yes,no,4297.970403
unknown,24,good,business,4591,> 1000 DM,1 - 4 years,2,3,54,none,own,3,management,1,yes,yes,19921.24686
unknown,36,good,car,3079,unknown,1 - 4 years,4,4,36,none,own,1,skilled,1,no,no,9534.268285
< 0 DM,18,good,car,4380,100 - 500 DM,1 - 4 years,3,4,35,none,own,1,unskilled,2,yes,no,10852.64897
< 0 DM,24,very good,furniture/appliances,1546,< 100 DM,4 - 7 years,4,4,24,bank,rent,1,unskilled,1,no,yes,4139.351111
unknown,21,good,furniture/appliances,2241,< 100 DM,> 7 years,4,2,50,none,own,2,skilled,1,no,no,6934.731777
< 0 DM,21,good,furniture/appliances,3599,< 100 DM,4 - 7 years,1,4,26,none,rent,1,unskilled,1,no,no,8914.474259
< 0 DM,36,good,car,9271,< 100 DM,4 - 7 years,2,1,24,none,own,1,skilled,1,yes,yes,28742.29938
> 200 DM,15,good,business,2687,< 100 DM,4 - 7 years,2,4,26,none,rent,1,skilled,1,yes,no,8318.255981
unknown,18,critical,car,1055,< 100 DM,< 1 year,4,1,30,none,own,2,skilled,1,no,no,2710.226446
1 - 200 DM,12,good,business,841,100 - 500 DM,4 - 7 years,2,4,23,none,rent,1,unskilled,1,no,no,2070.062145
unknown,10,good,car,1546,< 100 DM,1 - 4 years,3,2,31,none,own,1,unskilled,2,no,no,3819.630869
unknown,30,critical,furniture/appliances,2831,< 100 DM,1 - 4 years,4,2,33,none,own,1,skilled,1,yes,no,7301.29331
unknown,6,good,furniture/appliances,2978,500 - 1000 DM,1 - 4 years,1,2,32,none,own,1,skilled,1,yes,no,9220.958992
unknown,42,good,furniture/appliances,7166,unknown,4 - 7 years,2,4,29,none,rent,1,skilled,1,yes,no,22212.43739
1 - 200 DM,6,good,furniture/appliances,368,unknown,> 7 years,4,4,38,none,own,1,skilled,1,no,no,1124.550537
unknown,60,good,car,6527,unknown,1 - 4 years,4,4,34,none,other,1,skilled,2,yes,no,20230.21325
1 - 200 DM,10,very good,furniture/appliances,1048,< 100 DM,1 - 4 years,4,4,23,store,own,1,unskilled,1,no,no,2800.496747
unknown,18,good,furniture/appliances,1505,< 100 DM,1 - 4 years,4,2,32,none,other,1,management,1,yes,no,6519.054102
unknown,6,critical,furniture/appliances,1898,unknown,1 - 4 years,1,2,34,none,own,2,unskilled,2,no,no,3908.143329
unknown,18,critical,furniture/appliances,2404,< 100 DM,1 - 4 years,2,2,26,none,own,2,skilled,1,no,no,6197.472617
1 - 200 DM,18,good,furniture/appliances,1113,< 100 DM,1 - 4 years,4,4,26,none,own,1,unskilled,2,no,no,2745.073057
1 - 200 DM,45,critical,car,4576,100 - 500 DM,unemployed,3,4,27,none,own,1,skilled,1,no,no,11812.22331
< 0 DM,11,critical,car,3905,< 100 DM,1 - 4 years,2,2,36,none,rent,2,skilled,2,no,no,10077.64793
< 0 DM,24,good,furniture/appliances,3660,< 100 DM,1 - 4 years,2,4,28,none,own,1,skilled,1,no,no,11336.57224
1 - 200 DM,24,good,car,1246,< 100 DM,< 1 year,4,2,23,store,own,1,unskilled,1,no,yes,3075.13354
unknown,12,good,furniture/appliances,886,unknown,1 - 4 years,4,2,21,none,own,1,skilled,1,no,no,2731.423939
1 - 200 DM,12,good,car,6078,< 100 DM,4 - 7 years,2,2,32,none,own,1,skilled,1,no,no,18837.38283
1 - 200 DM,12,good,furniture/appliances,2930,< 100 DM,4 - 7 years,2,1,27,none,own,1,skilled,1,no,no,9072.059527
< 0 DM,24,good,car,2910,< 100 DM,4 - 7 years,2,1,34,none,other,1,management,1,yes,no,12620.83013
> 200 DM,36,good,furniture/appliances,5848,< 100 DM,1 - 4 years,4,1,24,none,own,1,skilled,1,no,no,18123.90622
unknown,24,good,furniture/appliances,3105,unknown,< 1 year,4,2,25,none,own,2,skilled,1,no,no,9614.922162
unknown,36,critical,car,5842,< 100 DM,> 7 years,2,2,35,none,own,2,skilled,2,yes,no,15084.90948
unknown,9,critical,car,2134,< 100 DM,1 - 4 years,4,4,48,none,own,3,skilled,1,yes,no,5499.50637
unknown,12,critical,education,2748,< 100 DM,> 7 years,2,4,57,bank,other,3,unskilled,1,no,no,5665.984245
unknown,6,good,furniture/appliances,2108,< 100 DM,4 - 7 years,2,2,29,none,rent,1,skilled,1,no,no,6522.156174
< 0 DM,24,good,furniture/appliances,4020,< 100 DM,1 - 4 years,2,2,27,store,own,1,skilled,1,no,no,12453.31823
unknown,24,good,furniture/appliances,1533,< 100 DM,< 1 year,4,3,38,store,own,1,skilled,1,yes,no,4738.464656
unknown,12,good,car,2859,unknown,unemployed,4,4,38,none,own,1,management,1,yes,no,12399.34217
1 - 200 DM,15,perfect,car,1778,< 100 DM,< 1 year,2,1,26,none,rent,2,skilled,1,no,yes,6877.343441
unknown,12,good,furniture/appliances,707,< 100 DM,1 - 4 years,4,2,30,bank,own,2,skilled,1,no,no,2176.153015
unknown,10,good,education,727,500 - 1000 DM,> 7 years,4,4,46,none,other,1,skilled,1,yes,no,2238.194459
1 - 200 DM,24,critical,business,2825,unknown,4 - 7 years,4,3,34,none,own,2,skilled,2,yes,no,7285.782948
< 0 DM,6,good,furniture/appliances,428,< 100 DM,> 7 years,2,1,49,bank,own,1,skilled,1,yes,no,1310.67487
unknown,24,poor,business,2978,unknown,1 - 4 years,4,4,32,none,own,2,skilled,2,yes,no,6141.635317
> 200 DM,30,poor,business,1908,< 100 DM,> 7 years,4,4,66,none,own,1,management,1,yes,yes,5507.158149
